iteration,MacroRecall_majority,MacroRecall_composite,QuantizationError,NodewiseMatchRate
10,0.26197925937981387,0.19380828962682742,0.036549072770460204,0.35353535353535354
20,0.2653514984082858,0.19711789048218759,0.036661878921791964,0.36082474226804123
30,0.26868946101776714,0.19860063875303335,0.035968054671906974,0.37755102040816324
40,0.25218436967562496,0.18543747608612157,0.0332208823606458,0.42857142857142855
50,0.244693209163436,0.1884896333407238,0.03163535209785742,0.3711340206185567
60,0.23246658027298756,0.1834646159970661,0.030983306152464446,0.40404040404040403
70,0.23681991374341582,0.18752169433146398,0.030611885692850595,0.37373737373737376
80,0.24069806134425906,0.1846404240750664,0.030235392872526322,0.4444444444444444
90,0.24605251329224323,0.1862900692704799,0.029777548978275756,0.37373737373737376
100,0.24209789954236083,0.1897126752589024,0.029449378316221825,0.3838383838383838
110,0.23722491420635639,0.18448968827343334,0.029297870816450407,0.3838383838383838
120,0.24552225581008855,0.19128510883200356,0.029209219288746202,0.45918367346938777
130,0.24344831192504557,0.18822291314344217,0.029236063392901444,0.42857142857142855
140,0.2512685977864792,0.18724678880207926,0.02885960372052078,0.37755102040816324
150,0.25941107668002267,0.191072159229591,0.02861298925796105,0.37373737373737376
160,0.2582645904120203,0.18977614185304217,0.02830422892917207,0.40404040404040403
170,0.25716049948162106,0.18807730257834715,0.02809538582301916,0.41414141414141414
180,0.25212981921192246,0.1880077727984529,0.028008103116798227,0.40816326530612246
190,0.2610944054184604,0.19061414809484348,0.027862058064478452,0.3939393939393939
200,0.25315983463163705,0.18863126500720592,0.027718020783828536,0.40816326530612246
210,0.24953523226186797,0.18486422166782782,0.027506039358034008,0.41414141414141414
220,0.2501072607525472,0.185858174890431,0.027365628585722588,0.4444444444444444
230,0.25677872714941985,0.18982846182011093,0.02732259827542167,0.4444444444444444
240,0.24739935538511257,0.18969928279280518,0.027299996491511398,0.4489795918367347
250,0.2562917828241659,0.19385770874133482,0.027217161557505403,0.4897959183673469
260,0.264719896843969,0.19732013393215536,0.027079823461752514,0.45
270,0.2684117913260025,0.19918687292992113,0.02705291886441353,0.46
280,0.27501478967658244,0.20156685229681678,0.02718025817673802,0.52
290,0.28254774323185977,0.1994764003883204,0.027161515589575656,0.45
300,0.28568426033859956,0.19867177642008374,0.027142490048085006,0.45
310,0.2879626875905925,0.19970428677412508,0.02704940387678248,0.47
320,0.28255621754645655,0.2099097973276999,0.02731927027991016,0.44
330,0.2891474765537589,0.21454434584293136,0.027239411733851884,0.46
340,0.26949516829474957,0.20984904693909945,0.027151423527688866,0.47
350,0.29026729420204295,0.21738606057153245,0.026812212569466254,0.42
360,0.298943194882329,0.22143941560838223,0.026905954808930623,0.55
370,0.2851405832755494,0.20657307274625805,0.02804499242600968,0.48
380,0.30122453929777865,0.20405631946827113,0.027365909871773623,0.42
390,0.2951866901118417,0.21222669419053122,0.026540446723889246,0.41
400,0.2958425586395054,0.21531752402283214,0.02594715924403716,0.43
410,0.2868915606643444,0.21338451673865855,0.025660515847016077,0.47
420,0.27648365580330914,0.19745855858242337,0.025896807227556853,0.41
430,0.2717556918127246,0.20574890941031965,0.025748091118292928,0.45454545454545453
440,0.28672475105593254,0.214139547420776,0.02569490259528559,0.44
450,0.30377483901013513,0.21722757619764824,0.02552692470196572,0.44
460,0.3122201459862917,0.21516697338415877,0.02546700787174328,0.45
470,0.28532389067098224,0.21273073136848722,0.02519193702386729,0.43434343434343436
480,0.28490718231950013,0.2115370469416051,0.02518605199453495,0.48484848484848486
490,0.30116587133506695,0.22027584675519118,0.024895538484430036,0.4
500,0.2840754017047863,0.21881836149624515,0.02470939486520719,0.39
510,0.2980795459007384,0.21918878709199255,0.02425702719982903,0.39
520,0.30178066801023057,0.21668395384317393,0.023929612122301568,0.38
530,0.28892496424439884,0.2135238652273144,0.02398355637490296,0.37
540,0.2917748100210813,0.21100909450639616,0.023711258856619895,0.35
550,0.30014145398323233,0.21378012390115772,0.023644695537301374,0.38
560,0.31036728612448333,0.22018462537491618,0.02353685947403126,0.38
570,0.3075426866419376,0.21803435852632289,0.023108717442864447,0.35
580,0.3041444771555412,0.21725735084316275,0.022957583492129344,0.35
590,0.3026555432377804,0.21752343433398932,0.022811214612688667,0.4444444444444444
600,0.2998402469435269,0.22470035754865772,0.0227834791770125,0.37
610,0.2994793558540007,0.21864975069281528,0.022865190780159184,0.37
620,0.3095960994502448,0.2172865736161901,0.022783192015724194,0.31
630,0.3182818288089041,0.21740326806086846,0.022870359502014215,0.42
640,0.31952581241533456,0.2189221223692784,0.023142851628465133,0.41
650,0.31290643376759686,0.21352078848198605,0.022733208325847073,0.39
660,0.32287127390647385,0.2220553323460771,0.022688823519487093,0.39
670,0.30303023744572805,0.21324639996708697,0.02266123318766474,0.29
680,0.2928319000398567,0.21289001653595832,0.022579390842355346,0.39
690,0.3127758259466468,0.21641689456936464,0.022624418878395725,0.39
700,0.3117395285242525,0.21988760668669077,0.02312254644579027,0.43
710,0.3019899836466556,0.21811968787753183,0.02343713348674165,0.47
720,0.351481457513761,0.22280182725498204,0.022708303485193766,0.48
730,0.3014583857466204,0.21498561187443116,0.022486967412323658,0.43
740,0.31714480732680067,0.21979155956852317,0.022350819668655233,0.37
750,0.3397066159526688,0.2271128847889112,0.022731018893291495,0.38
760,0.3279232897511462,0.22979626060450065,0.02328631730655569,0.33
770,0.3548387729467813,0.23890356408649488,0.02315849397622745,0.35
780,0.3051196274875395,0.21894144930955461,0.022964422268311885,0.44
790,0.31984526996239426,0.22353360042985834,0.02230288266482816,0.45
800,0.3274799426354798,0.2295557954295265,0.022451483916830137,0.36
810,0.32501245310241333,0.22177419599604564,0.0219864167810248,0.42
820,0.3277777972952816,0.22637612499001855,0.02199757236965819,0.39
830,0.3358962285710664,0.23009010262051074,0.021908155828034365,0.41
840,0.32874675613753934,0.22892278638746483,0.021654680502751985,0.46
850,0.32874675613753934,0.2301645787984734,0.021577946386113878,0.44
860,0.3298577116526399,0.23064148883443591,0.021484739264710753,0.44
870,0.3327063544838097,0.23281073837459704,0.02147906784740015,0.47
880,0.3329075023719053,0.23473590608639044,0.021338960447679873,0.44
890,0.3331071031703085,0.2352871022074037,0.021218888948926238,0.43
900,0.3331071031703085,0.23517977065820453,0.021147748783507316,0.41
910,0.33379579868496034,0.23578224248655502,0.021136278579544795,0.41
920,0.33225293372018144,0.23524588683972458,0.021057660832824336,0.42
930,0.33225293372018144,0.23524588683972458,0.020992263421701886,0.43
940,0.3294858968428663,0.23429716801793518,0.020906650733541563,0.4
950,0.327263674620644,0.23333347257967185,0.02082678119861358,0.4
960,0.33059700795397734,0.23442216084308135,0.02076958094029068,0.41
970,0.3345905896808032,0.23388818870776537,0.02069585436486458,0.41
980,0.3410839285323168,0.23475507061049333,0.02063687532405778,0.42
990,0.3410839285323168,0.23475507061049333,0.02058084808224271,0.41
1000,0.33659119614836264,0.233684059054013,0.020532277278128386,0.4
